1,forward,1
2,forward,5
3,forward,8
4,down,9
5,down,7
6,forward,2
7,up,3
8,forward,7
9,down,1
10,down,7
11,down,9
12,up,2
13,up,9
14,down,5
15,up,7
16,forward,6
17,down,7
18,forward,9
19,down,2
20,down,5
21,forward,5
22,down,5
23,forward,4
24,up,3
25,up,2
26,down,8
27,down,7
28,forward,1
29,forward,5
30,forward,2
31,down,8
32,forward,3
33,down,8
34,down,2
35,down,1
36,forward,7
37,down,2
38,forward,1
39,forward,4
40,forward,8
41,forward,4
42,forward,6
43,forward,7
44,forward,4
45,down,3
46,down,3
47,down,1
48,down,4
49,forward,1
50,up,5
51,down,8
52,forward,9
53,up,4
54,forward,2
55,up,5
56,forward,7
57,forward,9
58,up,5
59,forward,5
60,down,5
61,forward,8
62,up,6
63,up,7
64,up,4
65,down,4
66,up,5
67,up,9
68,forward,3
69,down,9
70,down,4
71,up,5
72,forward,3
73,forward,8
74,up,4
75,down,2
76,down,7
77,down,2
78,down,7
79,down,5
80,down,7
81,down,2
82,forward,9
83,forward,7
84,up,5
85,forward,8
86,forward,7
87,up,5
88,forward,6
89,up,5
90,down,3
91,down,9
92,up,2
93,forward,4
94,down,4
95,down,3
96,forward,4
97,down,4
98,forward,5
99,down,6
100,forward,5
101,down,4
102,down,2
103,down,4
104,up,8
105,up,3
106,down,8
107,forward,2
108,forward,9
109,down,5
110,down,8
111,down,3
112,down,2
113,up,2
114,up,1
115,forward,7
116,up,3
117,down,7
118,up,2
119,forward,7
120,down,2
121,forward,9
122,down,3
123,forward,1
124,down,6
125,up,1
126,forward,8
127,down,2
128,down,1
129,down,1
130,up,6
131,forward,5
132,forward,8
133,forward,2
134,down,8
135,down,2
136,forward,6
137,down,3
138,down,2
139,forward,7
140,down,6
141,down,9
142,down,3
143,forward,2
144,down,8
145,forward,2
146,up,1
147,down,7
148,forward,9
149,down,9
150,forward,1
151,down,4
152,down,7
153,forward,1
154,up,4
155,down,5
156,down,4
157,down,3
158,up,8
159,down,1
160,down,8
161,up,1
162,up,7
163,forward,4
164,forward,1
165,down,4
166,forward,7
167,down,3
168,forward,6
169,down,9
170,down,6
171,down,4
172,up,6
173,forward,8
174,down,5
175,forward,9
176,down,6
177,down,4
178,forward,1
179,down,6
180,down,7
181,up,9
182,up,4
183,up,2
184,forward,4
185,up,4
186,down,9
187,down,2
188,up,6
189,forward,9
190,down,5
191,down,2
192,forward,3
193,up,2
194,forward,2
195,down,4
196,forward,3
197,up,8
198,down,2
199,forward,7
200,forward,3
201,down,9
202,forward,6
203,down,1
204,forward,7
205,forward,6
206,up,6
207,forward,3
208,forward,2
209,forward,5
210,up,5
211,down,5
212,down,2
213,down,9
214,down,7
215,forward,3
216,forward,6
217,forward,6
218,forward,5
219,down,2
220,forward,4
221,forward,8
222,forward,2
223,forward,1
224,up,4
225,up,6
226,down,6
227,forward,5
228,forward,5
229,down,6
230,down,8
231,forward,7
232,forward,1
233,down,9
234,up,8
235,down,9
236,down,1
237,up,4
238,down,9
239,up,6
240,down,5
241,forward,4
242,forward,2
243,down,9
244,down,8
245,up,6
246,down,3
247,down,7
248,up,5
249,forward,6
250,down,3
251,forward,4
252,up,7
253,down,8
254,forward,3
255,down,9
256,down,7
257,forward,5
258,forward,2
259,forward,4
260,forward,8
261,down,2
262,forward,6
263,forward,9
264,down,9
265,forward,6
266,down,2
267,down,8
268,up,7
269,down,4
270,forward,2
271,forward,6
272,forward,2
273,forward,7
274,forward,1
275,up,1
276,up,1
277,down,9
278,forward,9
279,down,7
280,up,4
281,forward,8
282,up,7
283,down,3
284,forward,3
285,forward,7
286,down,2
287,up,3
288,forward,5
289,down,5
290,forward,1
291,down,8
292,forward,9
293,forward,5
294,down,9
295,forward,8
296,down,3
297,up,7
298,down,1
299,forward,6
300,forward,3
301,forward,8
302,down,3
303,down,6
304,forward,9
305,forward,5
306,down,3
307,up,7
308,forward,2
309,forward,6
310,up,2
311,forward,3
312,down,4
313,up,8
314,down,7
315,up,3
316,down,2
317,down,3
318,up,9
319,down,2
320,forward,7
321,up,7
322,forward,1
323,down,2
324,forward,4
325,forward,9
326,down,6
327,forward,5
328,forward,1
329,down,6
330,down,1
331,up,8
332,up,5
333,down,9
334,up,4
335,forward,4
336,down,9
337,forward,7
338,down,7
339,forward,4
340,up,3
341,down,7
342,down,6
343,forward,3
344,up,5
345,down,9
346,down,3
347,forward,5
348,forward,6
349,down,7
350,up,3
351,up,4
352,forward,9
353,forward,1
354,down,1
355,down,1
356,up,8
357,down,2
358,down,4
359,down,2
360,up,4
361,down,1
362,forward,9
363,down,2
364,up,3
365,up,1
366,up,2
367,forward,4
368,down,2
369,forward,7
370,forward,7
371,down,4
372,forward,3
373,down,6
374,down,8
375,forward,5
376,down,9
377,forward,9
378,down,3
379,forward,4
380,down,6
381,down,9
382,down,1
383,down,5
384,down,4
385,down,5
386,forward,5
387,forward,6
388,forward,8
389,forward,1
390,forward,2
391,down,8
392,down,4
393,down,5
394,down,2
395,up,4
396,down,3
397,forward,1
398,up,9
399,down,8
400,forward,9
401,up,2
402,down,9
403,forward,6
404,up,5
405,forward,3
406,forward,4
407,down,5
408,down,7
409,down,1
410,forward,6
411,down,4
412,forward,7
413,down,3
414,up,3
415,forward,5
416,down,3
417,down,1
418,down,6
419,up,1
420,forward,6
421,down,2
422,down,3
423,down,4
424,forward,6
425,down,1
426,forward,3
427,down,8
428,down,3
429,forward,9
430,forward,3
431,down,6
432,up,7
433,forward,4
434,down,6
435,down,9
436,forward,6
437,down,3
438,up,4
439,down,8
440,forward,7
441,up,7
442,forward,1
443,forward,6
444,down,6
445,up,4
446,down,6
447,forward,4
448,forward,5
449,down,9
450,forward,6
451,forward,7
452,up,3
453,forward,7
454,forward,6
455,forward,8
456,down,8
457,forward,6
458,down,5
459,forward,2
460,down,1
461,forward,9
462,down,8
463,up,9
464,down,1
465,forward,6
466,down,7
467,up,7
468,up,3
469,down,8
470,up,1
471,down,9
472,down,4
473,forward,6
474,down,6
475,up,2
476,up,4
477,down,5
478,up,2
479,forward,2
480,down,5
481,forward,6
482,down,9
483,up,8
484,down,1
485,down,6
486,down,2
487,up,8
488,up,9
489,down,6
490,forward,2
491,down,8
492,up,3
493,forward,3
494,down,9
495,forward,5
496,forward,3
497,forward,8
498,up,7
499,down,2
500,up,5
501,down,1
502,down,5
503,down,9
504,forward,6
505,up,8
506,forward,3
507,forward,1
508,forward,1
509,forward,6
510,down,2
511,forward,3
512,down,3
513,forward,8
514,forward,4
515,up,1
516,forward,7
517,up,3
518,up,6
519,forward,9
520,up,7
521,down,1
522,down,1
523,down,7
524,down,6
525,down,6
526,up,6
527,forward,3
528,up,4
529,forward,3
530,down,6
531,down,1
532,forward,7
533,down,7
534,forward,8
535,down,5
536,down,6
537,forward,4
538,up,2
539,forward,5
540,forward,4
541,up,5
542,down,4
543,forward,9
544,up,7
545,forward,5
546,down,7
547,down,4
548,down,3
549,down,4
550,down,3
551,forward,3
552,forward,6
553,up,3
554,down,9
555,up,9
556,down,9
557,down,8
558,forward,7
559,forward,1
560,up,4
561,up,2
562,down,5
563,forward,6
564,down,1
565,forward,6
566,forward,6
567,down,3
568,down,1
569,forward,9
570,forward,7
571,up,4
572,forward,2
573,up,9
574,forward,2
575,down,5
576,down,9
577,down,8
578,up,2
579,down,5
580,down,3
581,forward,6
582,down,4
583,up,2
584,up,9
585,down,4
586,forward,4
587,up,6
588,up,4
589,forward,6
590,up,1
591,forward,9
592,up,1
593,down,8
594,forward,2
595,up,5
596,up,6
597,forward,4
598,down,8
599,forward,1
600,forward,5
601,forward,5
602,forward,8
603,down,3
604,down,3
605,forward,3
606,down,4
607,forward,5
608,down,2
609,forward,1
610,down,3
611,down,7
612,down,1
613,down,5
614,forward,8
615,down,2
616,down,3
617,up,9
618,forward,5
619,down,3
620,down,8
621,down,1
622,up,1
623,down,2
624,up,4
625,forward,7
626,down,6
627,down,9
628,down,4
629,forward,4
630,forward,2
631,forward,6
632,forward,3
633,forward,6
634,forward,5
635,down,4
636,forward,4
637,forward,2
638,down,3
639,up,3
640,down,3
641,forward,4
642,down,3
643,up,5
644,up,8
645,down,5
646,forward,2
647,forward,7
648,up,5
649,forward,7
650,down,1
651,forward,8
652,down,2
653,down,1
654,forward,5
655,down,6
656,forward,4
657,forward,8
658,forward,1
659,down,9
660,down,3
661,down,6
662,down,5
663,down,7
664,forward,8
665,forward,4
666,down,5
667,down,3
668,down,9
669,down,2
670,forward,1
671,forward,9
672,up,2
673,forward,3
674,down,4
675,forward,8
676,down,2
677,up,6
678,up,2
679,down,2
680,up,7
681,down,3
682,down,7
683,forward,9
684,forward,2
685,up,2
686,forward,6
687,down,8
688,down,9
689,down,8
690,down,8
691,down,1
692,down,3
693,up,9
694,up,9
695,forward,9
696,forward,4
697,down,4
698,down,2
699,forward,5
700,forward,4
701,forward,1
702,forward,2
703,forward,2
704,down,2
705,forward,8
706,down,6
707,forward,7
708,forward,4
709,down,7
710,down,2
711,up,2
712,down,7
713,forward,7
714,up,3
715,forward,3
716,down,3
717,forward,5
718,forward,2
719,down,1
720,forward,1
721,forward,8
722,down,1
723,down,9
724,down,8
725,down,8
726,down,7
727,down,2
728,forward,2
729,down,6
730,down,2
731,up,7
732,down,1
733,up,6
734,forward,5
735,down,9
736,forward,9
737,forward,4
738,forward,4
739,down,6
740,up,3
741,forward,5
742,forward,6
743,down,5
744,up,8
745,down,1
746,down,3
747,up,5
748,down,2
749,down,5
750,forward,5
751,down,2
752,up,9
753,forward,3
754,up,9
755,forward,6
756,up,7
757,forward,9
758,down,8
759,up,8
760,down,4
761,forward,3
762,forward,8
763,down,5
764,down,7
765,down,6
766,down,4
767,up,3
768,forward,8
769,down,4
770,down,7
771,up,9
772,up,5
773,down,6
774,up,1
775,down,9
776,up,4
777,down,6
778,down,7
779,up,4
780,forward,5
781,up,8
782,down,9
783,forward,9
784,forward,8
785,down,7
786,up,9
787,down,3
788,down,2
789,down,1
790,down,6
791,up,3
792,up,2
793,down,9
794,forward,4
795,forward,8
796,up,7
797,forward,1
798,down,4
799,down,7
800,up,5
801,forward,9
802,forward,2
803,down,7
804,up,2
805,forward,6
806,forward,4
807,forward,7
808,down,7
809,down,4
810,forward,9
811,forward,9
812,down,3
813,down,4
814,up,1
815,forward,1
816,down,3
817,down,5
818,down,2
819,down,8
820,down,5
821,forward,4
822,forward,7
823,forward,7
824,down,3
825,up,4
826,up,3
827,forward,2
828,forward,8
829,forward,1
830,up,5
831,down,2
832,down,1
833,forward,7
834,forward,7
835,forward,4
836,forward,8
837,down,4
838,forward,7
839,down,8
840,down,4
841,forward,3
842,forward,9
843,forward,6
844,forward,6
845,forward,6
846,down,1
847,down,8
848,forward,2
849,forward,6
850,forward,8
851,down,1
852,forward,9
853,forward,5
854,forward,6
855,down,2
856,forward,8
857,down,1
858,forward,7
859,down,7
860,down,1
861,up,4
862,up,3
863,forward,6
864,forward,2
865,forward,8
866,forward,2
867,down,4
868,forward,6
869,down,1
870,forward,7
871,up,5
872,forward,4
873,forward,3
874,forward,6
875,down,6
876,down,4
877,forward,6
878,down,7
879,down,9
880,down,1
881,up,5
882,up,7
883,down,4
884,forward,1
885,down,4
886,up,1
887,down,4
888,down,1
889,up,6
890,forward,2
891,down,2
892,down,5
893,down,8
894,down,2
895,down,9
896,down,5
897,forward,3
898,up,6
899,forward,9
900,down,7
901,up,7
902,down,7
903,up,7
904,up,4
905,down,6
906,up,5
907,down,3
908,forward,9
909,forward,4
910,down,2
911,down,1
912,up,1
913,down,7
914,down,7
915,forward,7
916,down,2
917,up,1
918,forward,6
919,down,3
920,forward,5
921,forward,3
922,down,5
923,forward,1
924,down,8
925,up,2
926,forward,9
927,down,2
928,up,6
929,down,7
930,forward,1
931,forward,2
932,down,2
933,up,5
934,forward,2
935,down,8
936,forward,3
937,up,2
938,down,9
939,down,6
940,up,3
941,down,4
942,forward,8
943,forward,3
944,up,7
945,down,4
946,forward,4
947,forward,5
948,forward,3
949,up,7
950,forward,7
951,forward,9
952,down,4
953,forward,3
954,down,9
955,down,3
956,forward,3
957,down,3
958,forward,7
959,up,6
960,forward,9
961,down,2
962,down,8
963,up,9
964,forward,3
965,forward,5
966,down,9
967,forward,6
968,down,2
969,up,9
970,forward,6
971,forward,3
972,down,5
973,forward,2
974,up,1
975,down,3
976,up,1
977,down,2
978,down,6
979,forward,5
980,up,1
981,down,2
982,forward,1
983,forward,5
984,down,5
985,forward,8
986,down,5
987,forward,4
988,forward,7
989,forward,3
990,forward,5
991,up,5
992,forward,4
993,down,1
994,down,9
995,up,8
996,down,8
997,down,1
998,up,1
999,down,7
1000,forward,3
